,id,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,work_phone,phone,email,occyp_type,family_size,begin_month,credit,YEARS_BIRTH,Age_group,YEARS_EMPLOYED,EMPLOYED_group,income_avg
9796,M196190180000,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No work experience,2.0,57.0,0.0,54,50,No work experience,No work experience,90000.0
9797,F162022939225000,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2.0,58.0,2.0,45,40,8,5~10,112500.0
9798,M162803062180000,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Managers,2.0,38.0,2.0,45,40,8,5~10,90000.0
9799,M137392896157500,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,16.0,2.0,38,30,7,5~10,78750.0
9800,F12155979270000,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,0,0,0,Sales staff,3.0,33.0,2.0,34,30,2,1~5,90000.0
9801,M12865804225000,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,3.0,54.0,2.0,36,30,2,1~5,75000.0
9802,F220290153000,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,1,No work experience,1.0,45.0,2.0,61,60,No work experience,No work experience,153000.0
9803,F115232204135000,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,NaN,2.0,28.0,1.0,32,30,6,5~10,67500.0
9804,M186842423225000,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,3.0,41.0,2.0,52,50,6,5~10,75000.0
9805,F206625034148500,F,Y,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,4.0,1.0,57,50,13,10~20,74250.0
9806,F9448355121500,F,N,Y,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,30.0,0.0,26,20,0,~1,40500.0
9807,F107912478207000,F,Y,Y,1,207000.0,Working,Higher education,Married,House / apartment,0,1,1,Accountants,3.0,8.0,2.0,30,30,6,5~10,69000.0
9808,M202161038112500,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,0.0,1.0,56,50,2,1~5,56250.0
9809,F1439598945000,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,NaN,2.0,8.0,2.0,40,40,2,1~5,22500.0
9810,F147682133112500,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,1,1,1,Core staff,4.0,21.0,1.0,41,40,5,5~10,28125.0
9811,F10628828270000,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,0,0,1,Managers,2.0,4.0,0.0,30,30,2,1~5,135000.0
9812,M12991731405000,M,Y,N,1,405000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3.0,24.0,2.0,36,30,2,1~5,135000.0
9813,F137275215180000,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,4.0,22.0,2.0,38,30,14,10~20,45000.0
9814,F165515041180000,F,N,Y,0,180000.0,Working,Lower secondary,Married,House / apartment,0,0,0,Cleaning staff,2.0,3.0,1.0,46,40,13,10~20,90000.0
9815,F17039734390000,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,2.0,30.0,2.0,47,40,20,20~30,45000.0
9816,F125545326292500,F,N,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,0,0,1,Managers,2.0,15.0,2.0,35,30,14,10~20,146250.0
9817,F1103231467500,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,3.0,2.0,1.0,31,30,0,~1,22500.0
9818,F205140198000,F,N,Y,0,198000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,No work experience,1.0,26.0,2.0,57,50,No work experience,No work experience,198000.0
9819,M13334282990000,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Laborers,2.0,17.0,0.0,37,30,7,5~10,45000.0
9820,M216775400157500,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Low-skill Laborers,2.0,42.0,2.0,60,60,14,10~20,78750.0
9821,M134831816135000,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,44.0,2.0,37,30,4,1~5,67500.0
9822,M165031138765000,M,Y,N,0,765000.0,Working,Higher education,Married,House / apartment,0,1,0,Managers,2.0,13.0,2.0,46,40,3,1~5,382500.0
9823,F135931692112500,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,Office apartment,0,0,0,Sales staff,2.0,60.0,2.0,38,30,4,1~5,56250.0
9824,F97782910135000,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,Core staff,3.0,8.0,1.0,27,20,7,5~10,45000.0
9825,F130121342108000,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,3.0,18.0,1.0,36,30,3,1~5,36000.0
9826,F229690112500,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No work experience,1.0,41.0,2.0,63,60,No work experience,No work experience,112500.0
9827,F106042374225000,F,N,Y,1,225000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,3.0,43.0,2.0,30,30,6,5~10,75000.0
9828,F14657439299000,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,40.0,2.0,41,40,12,10~20,49500.0
9829,F118771372157500,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2.0,47.0,2.0,33,30,3,1~5,78750.0
9830,F179929419112500,F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Laborers,2.0,19.0,2.0,50,50,25,20~30,56250.0
9831,F140002387112500,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,33.0,2.0,39,30,6,5~10,56250.0
9832,F1893912179202500,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,38.0,1.0,52,50,33,30~,202500.0
9833,F2223510600157500,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1.0,21.0,1.0,61,60,29,20~30,157500.0
9834,F139674850135000,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,56.0,0.0,39,30,13,10~20,67500.0
9835,F1151589180000,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,4.0,50.0,2.0,32,30,0,~1,45000.0
9836,F192522057225000,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Sales staff,1.0,20.0,1.0,53,50,5,5~10,225000.0
9837,F164589581270000,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1.0,44.0,2.0,46,40,26,20~30,270000.0
9838,F1389124867500,F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Core staff,4.0,40.0,2.0,39,30,0,~1,16875.0
9839,F22527072000,F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,4.0,2.0,62,60,No work experience,No work experience,36000.0
9840,F146671048112500,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2.0,12.0,1.0,41,40,2,1~5,56250.0
9841,F19931314174250,F,N,N,0,74250.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,20.0,2.0,55,50,8,5~10,37125.0
9842,F149538109270000,F,N,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,2.0,3.0,1.0,41,40,22,20~30,135000.0
9843,F237510103500,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,44.0,2.0,66,60,No work experience,No work experience,103500.0
9844,F150141011112500,F,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2.0,4.0,1.0,42,40,2,1~5,56250.0
9845,F12729493640500,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cleaning staff,2.0,40.0,2.0,35,30,13,10~20,20250.0
9846,F203870126000,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,No work experience,2.0,7.0,0.0,56,50,No work experience,No work experience,63000.0
9847,F117094983175500,F,Y,N,1,175500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Laborers,2.0,43.0,2.0,33,30,13,10~20,87750.0
9848,M148912623207000,M,N,N,1,207000.0,State servant,Higher education,Married,Office apartment,0,0,0,Core staff,3.0,20.0,2.0,41,40,7,5~10,69000.0
9849,M13334282990000,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Laborers,2.0,7.0,2.0,37,30,7,5~10,45000.0
9850,F227430112500,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,27.0,2.0,63,60,No work experience,No work experience,112500.0
9851,M123112461225000,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,11.0,2.0,34,30,6,5~10,112500.0
9852,M109863595148500,M,Y,N,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,15.0,2.0,31,30,9,5~10,74250.0
9853,M12149195247500,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Drivers,4.0,9.0,1.0,34,30,0,~1,61875.0
9854,F23276062100,F,N,Y,0,62100.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,19.0,2.0,64,60,No work experience,No work experience,31050.0
9855,M167683088225000,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,Laborers,4.0,5.0,2.0,46,40,8,5~10,56250.0
9856,F1611598590000,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,6.0,2.0,45,40,2,1~5,45000.0
9857,F217200103500,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,No work experience,1.0,17.0,2.0,60,60,No work experience,No work experience,103500.0
9858,F10520542112500,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,3.0,17.0,2.0,29,20,1,1~5,37500.0
9859,M136825460112500,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,1,1,0,NaN,3.0,40.0,2.0,38,30,14,10~20,37500.0
9860,M15819169135000,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,13.0,2.0,44,40,0,~1,67500.0
9861,F235960157500,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,23.0,1.0,65,60,No work experience,No work experience,157500.0
9862,F9866258381000,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Medicine staff,1.0,15.0,2.0,28,20,7,5~10,81000.0
9863,F1637837099000,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Core staff,1.0,40.0,0.0,45,40,1,1~5,99000.0
9864,F240940103500,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No work experience,1.0,41.0,2.0,67,60,No work experience,No work experience,103500.0
9865,F18362110225000,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,41.0,2.0,51,50,0,~1,112500.0
9866,F11432129126000,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Core staff,4.0,25.0,2.0,32,30,0,~1,31500.0
9867,M12518926184500,M,Y,N,2,184500.0,Working,Higher education,Married,House / apartment,1,0,0,Drivers,4.0,14.0,2.0,35,30,2,1~5,46125.0
9868,F230020103500,F,Y,Y,0,103500.0,Pensioner,Higher education,Civil marriage,House / apartment,0,1,0,No work experience,2.0,29.0,2.0,64,60,No work experience,No work experience,51750.0
9869,F21350067500,F,Y,Y,0,67500.0,Pensioner,Incomplete higher,Married,House / apartment,0,1,0,No work experience,2.0,54.0,2.0,59,50,No work experience,No work experience,33750.0
9870,F230860189000,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,4.0,0.0,64,60,No work experience,No work experience,94500.0
9871,F91752300121500,F,N,Y,0,121500.0,State servant,Higher education,Married,House / apartment,0,0,0,Secretaries,2.0,16.0,2.0,26,20,6,5~10,60750.0
9872,F217750208350,F,N,N,0,208350.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No work experience,2.0,3.0,1.0,60,60,No work experience,No work experience,104175.0
9873,F17422189166500,F,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,NaN,2.0,47.0,2.0,48,40,0,~1,83250.0
9874,M196290243000,M,Y,Y,2,243000.0,Pensioner,Higher education,Married,Office apartment,0,0,0,No work experience,4.0,14.0,2.0,54,50,No work experience,No work experience,60750.0
9875,F21414047250,F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,1,0,No work experience,2.0,51.0,2.0,59,50,No work experience,No work experience,23625.0
9876,F236330180000,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,No work experience,1.0,59.0,0.0,65,60,No work experience,No work experience,180000.0
9877,F139212542157500,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2.0,23.0,1.0,39,30,6,5~10,78750.0
9878,F122771942171000,F,N,N,4,171000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,6.0,8.0,0.0,34,30,5,5~10,28500.0
9879,M150854033202500,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,NaN,3.0,38.0,2.0,42,40,11,10~20,67500.0
9880,F19893536581000,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,NaN,2.0,16.0,1.0,55,50,14,10~20,40500.0
9881,F2223510600157500,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1.0,3.0,1.0,61,60,29,20~30,157500.0
9882,F180291496193500,F,Y,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1.0,3.0,1.0,50,50,4,1~5,193500.0
9883,F9461446139500,F,N,Y,0,139500.0,Working,Higher education,Married,With parents,0,0,1,NaN,2.0,9.0,2.0,26,20,1,1~5,69750.0
9884,F119052470135000,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Cooking staff,2.0,16.0,1.0,33,30,6,5~10,67500.0
9885,F1886811954225000,F,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Managers,2.0,55.0,2.0,52,50,32,30~,112500.0
9886,F185754113112500,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,51.0,2.0,51,50,11,10~20,56250.0
9887,F16545491117000,F,N,Y,1,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,55.0,1.0,46,40,1,1~5,39000.0
9888,F201423093450000,F,N,Y,0,450000.0,State servant,Higher education,Single / not married,House / apartment,0,1,1,Core staff,1.0,49.0,2.0,56,50,8,5~10,450000.0
9889,F240940103500,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No work experience,1.0,18.0,1.0,67,60,No work experience,No work experience,103500.0
9890,F16789738157500,F,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,1,0,Sales staff,1.0,0.0,1.0,46,40,2,1~5,157500.0
9891,F122571969202500,F,N,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Managers,1.0,29.0,1.0,34,30,5,5~10,202500.0
9892,F203308601108000,F,N,N,0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1.0,43.0,2.0,56,50,23,20~30,108000.0
9893,M236742087450000,M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,30.0,1.0,65,60,5,5~10,225000.0
9894,F171521253247500,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Laborers,3.0,20.0,2.0,47,40,3,1~5,82500.0
9895,F22983054000,F,Y,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,25.0,2.0,63,60,No work experience,No work experience,27000.0
9896,F244040126000,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,43.0,0.0,67,60,No work experience,No work experience,63000.0
9897,F22926094500,F,N,Y,0,94500.0,Pensioner,Lower secondary,Separated,House / apartment,0,0,0,No work experience,1.0,18.0,0.0,63,60,No work experience,No work experience,94500.0
9898,F13868415112500,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,13.0,2.0,38,30,1,1~5,56250.0
9899,F13833617135000,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,3.0,9.0,0.0,38,30,1,1~5,45000.0
9900,F23902081000,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No work experience,1.0,49.0,2.0,66,60,No work experience,No work experience,81000.0
9901,F135703626135000,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2.0,45.0,0.0,38,30,9,5~10,67500.0
9902,F188932423157500,F,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,9.0,0.0,52,50,6,5~10,78750.0
9903,M1905699135000,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,41.0,2.0,53,50,0,~1,67500.0
9904,M1519847490000,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Low-skill Laborers,1.0,49.0,0.0,42,40,1,1~5,90000.0
9905,M143931938180000,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,2.0,39.0,1.0,40,40,5,5~10,90000.0
9906,F220840225000,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No work experience,2.0,15.0,2.0,61,60,No work experience,No work experience,112500.0
9907,F140801869135000,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,NaN,2.0,56.0,2.0,39,30,5,5~10,67500.0
9908,F154353965382500,F,Y,N,0,382500.0,Working,Higher education,Married,House / apartment,1,1,0,NaN,2.0,41.0,2.0,43,40,10,10~20,191250.0
9909,F20495090000,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,47.0,2.0,57,50,No work experience,No work experience,45000.0
9910,F23933040500,F,N,Y,0,40500.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,No work experience,2.0,11.0,1.0,66,60,No work experience,No work experience,20250.0
9911,M99302324180000,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,4.0,36.0,2.0,28,20,6,5~10,45000.0
9912,M10499545315000,M,N,Y,0,315000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,1,Laborers,1.0,16.0,1.0,29,20,1,1~5,315000.0
9913,F126761350157500,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Waiters/barmen staff,2.0,40.0,1.0,35,30,3,1~5,78750.0
9914,F17834133090000,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Medicine staff,2.0,7.0,2.0,49,40,3,1~5,45000.0
9915,M13188227225000,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,2.0,0.0,37,30,0,~1,112500.0
9916,F172915278157500,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,16.0,2.0,48,40,14,10~20,78750.0
9917,F194414064315000,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,57.0,2.0,54,50,11,10~20,157500.0
9918,F185754113112500,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,34.0,2.0,51,50,11,10~20,56250.0
9919,M196181617180000,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,24.0,2.0,54,50,4,1~5,90000.0
9920,F213660121500,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,42.0,2.0,59,50,No work experience,No work experience,121500.0
9921,F147314617225000,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,0,0,0,Medicine staff,4.0,23.0,2.0,41,40,12,10~20,56250.0
9922,M110891467180000,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,0,0,0,Laborers,2.0,33.0,2.0,31,30,4,1~5,90000.0
9923,M219130256500,M,Y,N,0,256500.0,Pensioner,Higher education,Married,House / apartment,0,1,0,No work experience,2.0,32.0,1.0,61,60,No work experience,No work experience,128250.0
9924,M9124960157500,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,0,Drivers,2.0,19.0,1.0,25,20,2,1~5,78750.0
9925,F126016053157500,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,3.0,41.0,2.0,35,30,16,10~20,52500.0
9926,M208361838945000,M,N,Y,0,945000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,5.0,2.0,58,50,5,5~10,472500.0
9927,F11822739157500,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,1,Sales staff,2.0,30.0,2.0,33,30,2,1~5,78750.0
9928,F11810648135000,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Sales staff,2.0,31.0,1.0,33,30,1,1~5,67500.0
9929,F128341224112500,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,3.0,5.0,2.0,36,30,3,1~5,37500.0
9930,M10091643180000,M,Y,Y,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2.0,47.0,2.0,28,20,1,1~5,90000.0
9931,M87931051247500,M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Drivers,2.0,23.0,2.0,25,20,2,1~5,123750.0
9932,F177335622180000,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,15.0,0.0,49,40,15,10~20,90000.0
9933,M182145210315000,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,30.0,2.0,50,50,14,10~20,157500.0
9934,M17280565270000,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Managers,4.0,36.0,2.0,48,40,1,1~5,67500.0
9935,F21227829202500,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,22.0,2.0,59,50,2,1~5,101250.0
9936,F23118090000,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,25.0,1.0,64,60,No work experience,No work experience,45000.0
9937,F145341054180000,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,44.0,2.0,40,40,2,1~5,180000.0
9938,F1997510780144000,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,8.0,0.0,55,50,29,20~30,72000.0
9939,F106503163135000,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,3.0,27.0,2.0,30,30,8,5~10,45000.0
9940,F211204886225000,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,NaN,1.0,27.0,2.0,58,50,13,10~20,225000.0
9941,F22127054000,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,40.0,0.0,61,60,No work experience,No work experience,54000.0
9942,M20043682135000,M,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,19.0,2.0,55,50,1,1~5,67500.0
9943,M130215082225000,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,1,0,0,Managers,2.0,38.0,2.0,36,30,13,10~20,112500.0
9944,F20064336099000,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,24.0,2.0,55,50,9,5~10,49500.0
9945,F119812965121500,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,1,0,0,Accountants,3.0,46.0,1.0,33,30,8,5~10,40500.0
9946,M229830180000,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,No work experience,1.0,36.0,1.0,63,60,No work experience,No work experience,180000.0
9947,M109371539225000,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,0,0,0,High skill tech staff,4.0,41.0,2.0,30,30,4,1~5,56250.0
9948,F11782705166500,F,Y,Y,1,166500.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3.0,9.0,2.0,33,30,1,1~5,55500.0
9949,F1107064545000,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,48.0,2.0,31,30,1,1~5,15000.0
9950,M9579835157500,M,Y,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,2.0,0.0,27,20,2,1~5,78750.0
9951,F193995782112500,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,NaN,2.0,59.0,2.0,54,50,15,10~20,56250.0
9952,M121872602238500,M,Y,Y,0,238500.0,Working,Higher education,Married,With parents,0,0,0,Laborers,2.0,5.0,0.0,34,30,7,5~10,119250.0
9953,F13814239112500,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,4.0,55.0,2.0,38,30,0,~1,28125.0
9954,F22145067500,F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,No work experience,1.0,53.0,2.0,61,60,No work experience,No work experience,67500.0
9955,F109281558180000,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,0,0,0,Sales staff,3.0,18.0,0.0,30,30,4,1~5,60000.0
9956,M104482323135000,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,1,0,1,NaN,2.0,14.0,1.0,29,20,6,5~10,67500.0
9957,F13352256190000,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,NaN,3.0,23.0,2.0,37,30,7,5~10,30000.0
9958,F196030126000,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,1,No work experience,1.0,0.0,0.0,54,50,No work experience,No work experience,126000.0
